CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
NCIH2286_LUNG,NCI-H2286,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.41,-3.7,-28,-88,-94,-96,-97,-95","14.2,.75,4.19,1.40,.25,.65,.99,1.22",8,Sigmoid,0.035099033,0.035901897,-95.48690796,5.3799
NCIH23_LUNG,NCI-H23,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-11,-5.5,-.32,-18,-4.2,-57,-75,-83","0,1.21,19.9,7.32,10.9,3.61,1.53,1.99",8,Sigmoid,0.691823184,0.738976538,-78.68719482,3.0649
NCIH2444_LUNG,NCI-H2444,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","6.65,-12,6.34,-14,-7.3,-12,-40,-83","6.45,10.0,11.6,10.1,2.67,.37,6.44,12.9",8,Sigmoid,5.618338108,3.432085276,-82.77236176,1.3742
NCIH2452_PLEURA,NCI-H2452,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-36,-8.4,-26,-45,-51,-66,-83","19.6,4.48,.29,7.56,.076,7.15,1.33,2.08",8,Sigmoid,1.389886379,0.676232159,-81.98633575,3.3382
NCIH28_PLEURA,NCI-H28,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.0,2.32,9.49,-9.0,15.9,-35,-70,-80","7.72,1.38,5.19,14.0,6.73,5.89,.68,5.24",8,Sigmoid,0.799037158,0.938266993,-74.61346436,1.549
NCIH322_LUNG,NCI-H322,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,-4.7,-2.9,-13,-20,-38,-78,-97","10.8,1.58,1.72,.86,1.22,2.62,2.95,1.88",8,Sigmoid,1.389170051,1.082859039,-97.71704102,1.8001
NCIH3255_LUNG,NCI-H3255,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.8,-7.3,4.39,1.28,2.41,-21,-56,-78","8.23,8.38,17.5,3.62,6.24,5.07,6.07,5.5e-4",8,Sigmoid,1.562953234,2.016582251,-77.11539459,1.6078
NCIH358_LUNG,NCI-H358,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.0,-.45,-8.3,-5.7,-24,-25,-67,-96","11.3,1.83,10.7,8.32,14.4,3.45,8.18,.88",8,Sigmoid,1.906111836,1.649246097,-95.88269806,2.0796
NCIH441_LUNG,NCI-H441,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","6.44,5.33,8.54,1.27,-28,-67,-76,-89","18.6,15.4,17.5,6.31,12.0,3.08,6.43,1.99",8,Sigmoid,0.348241687,0.472572863,-84.75956726,2.5101
NCIH460_LUNG,NCI-H460,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.5,-7.4,5.09,-6.9,-51,-91,-91,-90","8.37,1.04,7.74,1.27,8.15,3.48,2.85,1.88",8,Sigmoid,0.236222684,0.247599795,-91.12348938,3.151
NCIH520_LUNG,NCI-H520,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","4.02,-2.0,-2.9,-.74,-25,-53,-67,-82","2.14,5.18,18.8,18.1,6.10,7.42,3.31,.38",8,Sigmoid,0.765829265,0.897854149,-82.35303497,2.1326
NCIH522_LUNG,NCI-H522,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.93,7.81,-8.7,-23,-19,-26,-48,-62","4.94,20.2,9.52,5.50,2.74,2.32,1.22,.66",8,Sigmoid,8.674991284,3.539058924,-61.7276001,1.9146
NCIH647_LUNG,NCI-H647,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".50,-17,2.91,-15,10.1,-29,-15,-59","21.0,12.1,2.83,4.03,19.7,5.60,3.79,4.37",8,Sigmoid,8.696909027,6.831822395,-57.72153473,1.1787
NCIH650_LUNG,NCI-H650,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,2.08,-.90,17.7,-9.1,-36,-69,-80","4.51,7.47,12.9,.65,8.04,14.0,2.02,1.76",8,Sigmoid,0.919044495,1.197357535,-79.4587326,1.8313
NCIH661_LUNG,NCI-H661,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.6,6.07,14.1,-7.3,-1.3,-20,-29,-61","8.55,10.5,8.74,8.51,28.7,8.32,1.00,17.0",8,Sigmoid,3.0699735,8,-48.32277679,0.9602
NCIH727_LUNG,NCI-H727,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","10.1,12.0,8.10,12.8,24.8,16.0,-12,-22","47.7,11.3,30.9,23.3,19.3,14.7,13.2,34.6",8,Linear,NA,8,-45.00325394,0.2574
NCIH747_LARGE_INTESTINE,NCI-H747,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.7,6.91,18.5,1.96,-26,-39,-72,-86","11.1,28.5,23.3,6.13,2.65,2.80,.45,.90",8,Sigmoid,0.980475605,1.061155081,-86.0022049,2.1884
NCIH810_LUNG,NCI-H810,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.1,2.81,-2.1,-2.6,-29,-36,-50,-58","3.94,14.2,12.9,23.1,8.92,5.58,9.68,7.00",8,Sigmoid,0.210603043,8,-43.58298874,1.8683
NCIN87_STOMACH,NCI-N87,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.1,3.96,-6.0,-14,-33,-80,-85,-86","18.4,1.08,16.4,3.56,2.47,4.19,2.86,.41",8,Sigmoid,0.291266441,0.344504684,-86.39647675,3.5494
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NCO2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.6,-21,7.92,-54,-78,-96,-98,-99","10.8,24.6,49.2,19.4,6.20,.033,.21,.23",8,Sigmoid,0.098249383,0.088908896,-99.63694763,4.8071
NIHOVCAR3_OVARY,NIH:OVCAR-3,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","9.41,-12,-12,-4.5,24.8,-16,-74,-79","19.1,12.8,32.0,11.8,18.8,14.0,2.69,3.58",8,Sigmoid,1.127606869,1.308173299,-78.23047638,2.0783
NUGC3_STOMACH,NUGC-3,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-.26,-9.3,-25,-90,-95,-97,-97","19.6,33.5,8.44,.70,1.41,1.00,.28,.37",8,Sigmoid,0.114522666,0.11532969,-96.50094604,4.3889
NUGC4_STOMACH,NUGC-4,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-11,-19,-50,-64,-76,-92,-98","17.8,3.23,3.97,2.28,6.30,.59,.090,.38",8,Sigmoid,0.084147938,0.11084988,-98.27578735,3.955
OC314_OVARY,OC 314,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.4,-3.7,.43,-2.2,-28,-94,-97,-97","1.19,1.34,5.26,.97,6.57,1.00,.37,.082",8,Sigmoid,0.325336218,0.327038288,-97.05592346,3.2347
OC315_OVARY,OC 315,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.6,-4.6,4.05,-2.3,-35,-96,-98,-98","9.89,2.88,3.44,6.14,6.68,.56,.13,.19",8,Sigmoid,0.299017161,0.298700869,-98.27777863,3.3351
OC316_OVARY,OC 316,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.7,-3.2,-.23,3.19,-28,-95,-97,-99","9.84,3.67,9.46,8.61,9.79,.33,.010,.54",8,Sigmoid,0.321814328,0.324411362,-97.6809845,3.3175
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-.81,-7.0,-9.4,-93,-96,-97,-98,-99","1.50,.13,3.36,.70,.17,.15,.041,.077",8,Sigmoid,0.043837462,0.043617342,-97.32834625,4.8885
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-AML5,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.9,-8.8,-19,-79,-93,-95,-97,-97","6.63,6.37,2.15,2.79,1.25,.75,.52,.44",8,Sigmoid,0.04966462,0.048216723,-95.72409058,5.118
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY10,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-25,-25,-14,-35,-25,-26,-48,-87","6.69,16.0,9.09,1.23,13.9,25.4,.082,.85",8,Sigmoid,2.901072979,2.5986619,-87.10566711,1.7151
OCUM1_STOMACH,OCUM-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".88,7.57,-13,-17,-59,-77,-84,-84","14.3,2.30,7.32,6.77,6.58,3.90,4.14,.77",8,Sigmoid,0.148838922,0.19988291,-84.46163177,3.6049
OE21_OESOPHAGUS,OE21,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-20,12.7,-5.1,-5.6,-45,-53,-85,-97","19.5,1.68,1.67,10.6,.082,4.04,1.35,1.59",8,Sigmoid,0.497319579,0.497452617,-96.89707184,2.622
OE33_OESOPHAGUS,OE33,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-.30,13.4,-1.2,-17,-66,-75,-86,-93","10.8,5.96,22.5,14.8,4.02,1.11,.20,1.45",8,Sigmoid,0.138558701,0.178223893,-86.91088867,3.252
ONCODG1_OVARY,ONCO-DG-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.6,10.8,-19,-9.7,-18,-69,-87,-94","17.3,3.10,5.82,.86,3.50,3.19,2.14,2.78",8,Sigmoid,0.529364765,0.544737399,-92.19647217,2.833
ONS76_CENTRAL_NERVOUS_SYSTEM,ONS-76,Topotecan,TOP1,".0080,.025,.080,.25,.80,2.53,8","-2.9,1.91,-18,-49,-74,-92,-97","0,0,0,0,0,0,0",7,Sigmoid,0.261262715,0.282274336,-96.34204102,3.336
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OPM-2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,3.56,6.59,-14,-75,-84,-94,-95","3.05,18.6,11.2,22.8,4.49,.62,.87,.58",8,Sigmoid,0.157429054,0.164545968,-91.6531601,3.6358
OV90_OVARY,OV-90,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.9,-8.7,4.74,-36,-53,-59,-75,-83","6.62,22.4,6.33,6.43,.58,7.91,.70,.13",8,Sigmoid,0.092455603,0.224122435,-83.17519379,2.9714
OVCAR4_OVARY,OVCAR-4,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.67,-7.3,-23,-30,-25,-61,-87,-94","10.8,1.46,3.26,4.64,.36,11.6,4.74,.19",8,Sigmoid,0.247838259,0.22894901,-94.79019928,2.9929
OVCAR8_OVARY,OVCAR-8,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,-11,-2.3,-54,-77,-75,-85,-95","19.7,6.15,11.9,5.50,5.69,.98,5.39,1.88",8,Sigmoid,0.072989225,0.076904632,-82.50358582,4.034
OVMANA_OVARY,OVMANA,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.3,1.62,-6.8,-15,-11,-4.1,-60,-90","8.34,6.83,10.9,3.70,11.9,5.17,2.78,3.72",8,Sigmoid,2.254092216,2.304437637,-89.91608429,2.4824
OVSAHO_OVARY,OVSAHO,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.8,2.35,.72,-5.3,-16,-19,-44,-77","9.05,19.6,1.01,6.91,7.92,9.60,.44,.26",8,Sigmoid,8.065717622,3.248932123,-76.93504333,1.9364
OVTOKO_OVARY,OVTOKO,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.6,-45,2.09,-41,-55,-56,-83,-97","9.33,60.0,8.53,5.61,5.87,3.14,2.52,.28",8,Sigmoid,1.035877705,0.266293198,-96.64034271,3.5208
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12-ICHIKAWA,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","4.53,-5.9,-38,-94,-96,-98,-98,-99","22.2,6.56,8.49,.17,.61,.042,.056,.048",8,Sigmoid,0.030086476,0.029561678,-97.54366302,5.2524
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31/FUJ,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.62,4.19,-7.7,-57,-78,-79,-87,-92","20.5,.097,4.74,6.13,6.36,5.26,7.64,1.72",8,Sigmoid,0.056081668,0.070343539,-85.50336456,3.9765
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P3HR-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.9,-11,-17,-35,-43,-61,-76,-87","40.6,4.54,11.6,8.29,9.25,3.69,3.25,1.88",8,Sigmoid,0.509713411,0.348159671,-87.33185577,3.0622
PANC0203_PANCREAS,Panc 02.03,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.0,-5.0,-9.6,-15,-30,-36,-69,-91","4.01,1.95,4.67,10.1,4.33,5.73,3.97,2.17",8,Sigmoid,3.505319595,1.181352615,-91.32665253,2.4189
PANC0327_PANCREAS,Panc 03.27,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","9.33,-13,8.27,-12,-35,-70,-91,-95","6.94,8.75,17.3,4.06,27.3,3.35,1.17,.34",8,Sigmoid,0.336937398,0.369094014,-95.88456726,3.1664
PANC0403_PANCREAS,Panc 04.03,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.3,11.2,-1.6,-2.4,-28,-50,-77,-89","25.8,8.30,19.7,8.03,18.8,10.9,.026,2.76",8,Sigmoid,0.56899941,0.749540627,-89.55368805,1.7677
PANC1005_PANCREAS,Panc 10.05,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-25,14.8,3.55,8.53,-70,-83,-93,-88","10.0,9.07,.48,.76,.75,1.67,1.60,.49",8,Sigmoid,0.188411638,0.205392376,-87.81465149,3.3451
PATU8902_PANCREAS,PA-TU-8902,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.1,-5.1,-15,-12,-19,-33,-57,-68",".87,1.31,.92,1.33,3.35,9.93,2.49,7.95",8,Sigmoid,1.170984268,1.78911376,-68.75562286,2.263
PC14_LUNG,PC-14,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.6,-7.2,-.80,-33,-32,-66,-84,-91","3.84,3.71,11.4,.66,4.70,3.37,2.70,2.18",8,Sigmoid,0.454921424,0.436552972,-91.12889862,3.389
PC3_PROSTATE,PC-3,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-.58,-4.7,6.01,-10,-21,-44,-63,-77","1.62,13.5,3.40,8.11,3.14,12.1,3.37,.48",8,Sigmoid,0.72867173,1.130956054,-76.53872681,1.5711
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Pfeiffer,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-26,-1.6,-46,-37,-50,-80,-98,-99","19.9,6.13,1.91,4.91,8.40,.59,.92,.44",8,Sigmoid,0.267184198,0.194569066,-101.0190353,4.1862
PK1_PANCREAS,PK-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.6,-1.7,-7.9,-19,-32,-36,-58,-85","6.77,3.00,1.69,1.26,5.92,.68,2.39,.14",8,Sigmoid,8.802742465,1.541857004,-84.14932251,2.5477
PK45H_PANCREAS,PK-45H,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.3,13.4,-13,15.2,-7.0,15.9,-22,-31","7.30,11.5,6.14,5.72,6.72,13.6,10.5,13.5",8,Constant,NA,8,-5.367569923,0.9304
PK59_PANCREAS,PK-59,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,-2.3,-7.4,-11,-36,-25,-63,-85","1.49,1.37,8.85,2.48,3.08,5.25,12.1,1.79",8,Sigmoid,2.770356417,1.728012681,-85.73252869,2.2588
PL45_PANCREAS,PL45,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.2,-8.8,-1.0,4.57,-13,-66,-82,-87","2.16,5.77,.93,10.4,6.59,3.05,1.02,1.16",8,Sigmoid,0.541861594,0.592088997,-85.47860718,2.792
PLCPRF5_LIVER,PLC/PRF/5,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.01,4.01,-4.2,-3.5,-19,-20,-45,-53","13.7,1.64,2.44,3.88,7.81,5.91,5.95,4.03",8,Sigmoid,2.645036221,5.845123768,-53.63780975,1.2708
PSN1_PANCREAS,PSN1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.8,-5.9,-.019,-12,-36,-62,-74,-87","10.3,6.78,11.3,7.42,10.4,9.94,1.27,2.01",8,Sigmoid,0.412589371,0.511069894,-84.97033691,2.709
QGP1_PANCREAS,QGP-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.57,-18,16.2,-8.0,-1.4,-25,-24,-50","13.2,4.82,10.8,27.5,26.4,3.36,11.8,3.50",8,Linear,NA,8,-49.07718658,1.2569
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Raji,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","4.25,3.22,16.1,-17,-66,-85,-89,-92","19.8,38.0,24.7,.91,5.48,3.75,.87,1.41",8,Sigmoid,0.120550111,0.169695526,-90.92759705,3.4747
RD_SOFT_TISSUE,RD,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.6,-3.6,-6.0,-35,-38,-52,-72,-77","12.1,12.4,.62,3.23,4.84,4.30,3.23,3.23",8,Sigmoid,0.319811732,0.5192765,-78.15653229,2.7238
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Reh,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.1,-5.0,-2.2,-45,-94,-96,-96,-99","2.94,3.15,2.60,21.2,.35,.30,.011,.017",8,Sigmoid,0.126689672,0.126334921,-97.2355957,4.3275
RERFGC1B_STOMACH,RERF-GC-1B,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","2.90,-18,-12,-22,-47,-63,-80,-98","12.6,14.8,7.91,10.2,3.29,11.0,2.30,.38",8,Sigmoid,0.618411422,0.37224856,-97.06165314,3.4388
RERFLCAI_LUNG,RERF-LC-AI,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.2,-5.9,-3.0,-16,-49,-62,-77,-87",".92,1.75,7.55,12.0,3.77,.70,.16,.58",8,Sigmoid,0.318233281,0.361096591,-85.76197815,2.7835
RERFLCMS_LUNG,RERF-LC-MS,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-14,6.31,5.44,15.0,-2.6,-41,-68","15.0,11.6,11.2,3.98,9.70,16.4,8.74,4.85",8,Sigmoid,2.226015329,3.05450654,-67.64257813,1.2569
RKN_OVARY,RKN,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".95,-1.6,-1.5,-36,-31,-67,-88,-93","1.20,4.30,13.7,16.5,10.5,5.69,1.94,1.09",8,Sigmoid,0.382378668,0.394977033,-94.47794342,3.0453
RKO_LARGE_INTESTINE,RKO,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-4.1,-4.0,-11,-56,-75,-92,-97","10.8,6.12,7.39,4.33,5.44,3.52,.61,.13",8,Sigmoid,0.246129513,0.25112009,-93.65934753,3.5301
RL952_ENDOMETRIUM,RL95-2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.9,-11,-4.1,-20,-24,-28,-29,-78","8.86,8.28,6.88,2.81,16.8,7.49,7.66,4.59",8,Sigmoid,9.136782136,3.644716978,-78.47534943,1.9966
RPMI7951_SKIN,RPMI-7951,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.3,-4.8,1.80,3.41,-65,-81,-94,-95","14.7,23.1,14.7,7.83,2.92,5.50,2.38,.67",8,Sigmoid,0.209040478,0.219252735,-90.80617523,3.4621
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RPMI-8402,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","5.57,-6.4,-38,-94,-95,-97,-97,-98","2.21,.29,7.89,.11,.050,.64,.32,.049",8,Sigmoid,0.028740533,0.029627599,-97.3995285,5.2886
RT112_URINARY_TRACT,RT-112,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.9,-.85,-21,-55,-66,-84,-95,-98","6.29,4.36,6.76,1.66,9.09,1.02,.32,.15",8,Sigmoid,0.072965458,0.085220702,-96.06867981,4.3472
RT4_URINARY_TRACT,RT4,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,17.0,-13,.65,-16,-52,-84,-83","23.5,6.83,10.1,14.0,26.0,3.45,8.35,2.77",8,Sigmoid,0.632354796,0.745223701,-84.72501373,2.83
RVH421_SKIN,RVH-421,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,1.28,2.39,1.82,1.68,-6.9,-46,-80","5.21,7.33,1.35,10.6,.79,11.6,2.94,1.11",8,Sigmoid,2.332795858,2.739427805,-79.87666321,1.22
SAOS2_BONE,Saos-2,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","1.14,-7.7,-4.9,-32,-54,-76,-89,-96",".85,.060,4.56,.19,2.12,1.10,.52,1.12",8,Sigmoid,0.191424832,0.202830687,-95.62241364,3.5564
SBC5_LUNG,SBC-5,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".26,-2.8,8.20,6.75,-71,-97,-99,-99","5.20,6.01,10.5,5.69,13.0,.56,.085,.18",8,Sigmoid,0.214593932,0.217956498,-98.38835144,3.162
SCABER_URINARY_TRACT,SCaBER,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".94,1.74,-5.8,-2.5,-28,-49,-76,-88","1.22,2.41,5.25,12.8,8.33,6.58,4.06,.62",8,Sigmoid,0.709321618,0.769597352,-88.70124054,2.157
SCC25_UPPER_AERODIGESTIVE_TRACT,SCC-25,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.0,-21,-5.9,-22,-47,-57,-89,-93","8.83,2.52,10.7,1.87,9.01,11.3,.26,2.36",8,Sigmoid,0.449565202,0.368204892,-94.58004761,3.3078
SCC9_UPPER_AERODIGESTIVE_TRACT,SCC-9,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-.70,-8.9,11.0,-29,-17,-49,-50,-85","11.1,12.7,12.0,5.41,6.91,5.82,4.06,5.79",8,Sigmoid,8.503413882,1.646006346,-83.2629776,2.3581
SF126_CENTRAL_NERVOUS_SYSTEM,SF126,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,-10,-7.7,-71,-82,-91,-94,-96","11.9,2.51,7.16,.93,.10,.076,.80,.46",8,Sigmoid,0.061014742,0.06171101,-91.1728363,4.3635
SF295_CENTRAL_NERVOUS_SYSTEM,SF-295,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.6,-1.7,-.39,-7.2,-37,-78,-89,-92","4.29,2.73,3.73,7.38,21.2,3.59,1.71,.13",8,Sigmoid,0.325784832,0.350752532,-91.80020142,3.0484
SF8657,SF8657,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-4.1,-13,-13,-21,-9.6,-38,-35","5.40,10.3,6.12,1.91,5.91,1.33,6.93,8.58",8,Sigmoid,1.554887176,8,-37.18854141,0.7023
SH10TC_STOMACH,SH-10-TC,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".81,1.50,-15,-8.4,-21,-21,-48,-93","3.05,6.69,6.76,.77,1.80,.32,3.49,.31",8,Sigmoid,9.036710731,2.632290602,-92.63023376,1.5113
SHP77_LUNG,SHP-77,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.2,19.7,-6.4,17.6,-15,.45,-5.2,-55","16.1,41.6,10.5,22.0,9.22,.36,6.53,9.47",8,Sigmoid,6.627541542,7.473632336,-55.16548157,0.7999
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SIG-M5,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","18.2,-8.4,-27,-71,-93,-94,-97,-99",".65,7.29,6.96,3.91,1.40,1.32,.91,.11",8,Sigmoid,0.029763097,0.04164324,-98.90137482,5.3778
SIMA_AUTONOMIC_GANGLIA,SIMA,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","8.71,1.69,-19,-78,-90,-88,-87,-96",".64,35.8,13.6,10.9,1.66,7.21,4.62,1.65",8,Sigmoid,0.036264744,0.042583194,-90.38670349,4.5036
SJRH30_SOFT_TISSUE,SJRH30,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.2,-3.2,.72,-40,-67,-77,-84,-95","2.73,7.23,4.21,5.80,5.26,.52,.37,1.38",8,Sigmoid,0.106218778,0.130715638,-86.94364929,3.5555
SJSA1_BONE,SJSA-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","7.38,-9.0,-18,-33,-54,-73,-65,-73","20.1,1.82,6.61,.83,5.36,7.20,5.46,.46",8,Sigmoid,0.110912576,0.196286261,-72.37574768,3.5615
SKBR3_BREAST,SK-BR-3,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8",".66,5.97,-45,-60,-78,-81,-91,-89","8.65,6.73,43.0,2.23,.65,5.48,4.21,.016",8,Sigmoid,0.047137417,0.062866874,-87.87248993,4.2169
SKCO1_LARGE_INTESTINE,SK-CO-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.3,11.7,-14,-23,-47,-45,-33,-37","6.73,8.90,9.04,2.69,3.57,2.46,1.30,3.02",8,Sigmoid,0.05429418,8,-40.27193832,2.2109
SKES1_BONE,SK-ES-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.7,-3.3,-21,-86,-93,-96,-94,-91","25.7,13.8,5.46,1.14,1.82,.11,1.26,.18",8,Sigmoid,0.042663824,0.041868385,-93.57872772,5.0616
SKHEP1_LIVER,SK-HEP-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","27.5,-4.8,16.7,-31,-16,-62,-63,-88","8.62,11.9,2.87,17.8,12.0,.48,1.95,.50",8,Sigmoid,1.601349235,0.828171253,-86.59818268,1.9181
SKLMS1_SOFT_TISSUE,SK-LMS-1,Topotecan,TOP1,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-2.8,-25,-59,-55,-70,-77,-87","4.90,6.51,4.37,4.11,4.43,.34,2.36,2.61",8,Sigmoid,0.134993702,0.173477858,-85.14044952,3.7843
