GNF_REG_ID	CPD_SID	ASSAY_ID	ASSAY_NAME	Cell line name	EXP_ID	FUZZY	IC50	STDV	R2	NOTE	TOP	BOTTOM	SLOPE	20	5	1.25	0.3125	0.07813	0.019531	0.004883	0.0012207
GNF-00-0558-2578-0	SID7452557	6673	NCI-H522-ECHO	NCI-H522	73843	=	9.113	2.931	0.901	Curve Extrapolation (Bottom)	0.929	0.0	-1.257	0.2515	0.634	0.856	0.877	1.102	0.863	0.839	0.95
GNF-00-0558-2578-0	SID7452557	6696	NCI-H524-ECHO-CTG	NCI-H524-CTG	73873	=	2.562	0.547	0.992		1.038	0.073	-1.785	0.0995	0.2933	0.837	0.978	1.077	1.076	0.982	1.046
GNF-00-0558-2578-0	SID7452557	6696	NCI-H524-ECHO-CTG	NCI-H524-CTG	73873	=	2.915	0.747	0.975		0.998	0.122	-2.36	0.1299	0.3155	0.887	1.052	1.093	0.97	0.967	0.908
GNF-00-0558-2578-0	SID7452557	6696	NCI-H524-ECHO-CTG	NCI-H524-CTG	73873	=	2.946	0.397	0.99		1.09	0.041	-1.353	0.1169	0.378	0.857	0.993	1.139	1.1	1.115	1.033
GNF-00-0558-2578-0	SID7452557	6365	NCI-H661-ECHO	NCI-H661	69920	=	4.436	0.919	0.985	Missing Bottom	1.091	0.0	-0.772	0.2268	0.553	0.792	0.975	0.963	1.106	1.106	1.103
GNF-00-0558-2578-0	SID7452557	6365	NCI-H661-ECHO	NCI-H661	69920	=	10.25	2.302	0.971	Missing Bottom	0.925	0.0	-1.21	0.2866	0.648	0.863	0.913	0.916	1.14	0.854	0.997
GNF-00-0558-2578-0	SID7452557	6365	NCI-H661-ECHO	NCI-H661	69920	=	6.195	2.263	0.962	Steep Curve	0.949	0.246	-3.33	0.2605	0.716	1.03	1	0.937	0.877	0.916	0.931
GNF-00-0558-2578-0	SID7452557	6308	NCI-H810-ECHO	NCI-H810	69898	=	0.455	0.192	0.978		0.996	0.242	-1.339	0.2327	0.2915	0.386	0.718	0.925	0.966	1.096	0.915
GNF-00-0558-2578-0	SID7452557	6308	NCI-H810-ECHO	NCI-H810	69898	=	0.703	0.612	0.971		1.036	0.172	-0.64	0.2752	0.359	0.477	0.803	0.823	0.9	1.056	1.018
GNF-00-0558-2578-0	SID7452557	6308	NCI-H810-ECHO	NCI-H810	69898	=	0.616	0.093	0.997		1.016	0.188	-0.91	0.2174	0.3074	0.454	0.744	0.905	0.96	0.996	1.039
GNF-00-0558-2578-0	SID7452557	6683	NCI-H838-ECHO	NCI-H838	73844	=	0.585	0.303	0.992	Flat Curve	1.07	0.054	-0.486	0.2057	0.3153	0.494	0.628	0.76	0.925	1.024	0.985
GNF-00-0558-2578-0	SID7452557	6683	NCI-H838-ECHO	NCI-H838	73844	=	1.113	0.403	0.984		0.987	0.087	-0.717	0.1836	0.329	0.501	0.726	0.923	0.881	0.93	1.035
GNF-00-0558-2578-0	SID7452557	6683	NCI-H838-ECHO	NCI-H838	73844	=	0.145	0.114	0.98		1.2	0.168	-0.531	0.188	0.332	0.481	0.574	0.686	0.944	1.105	1.149
GNF-00-0558-2578-0	SID7452557	6240	NCI-N87-ECHO	NCI-N87	69879	=	7.781	3.58	0.91	Missing Bottom	0.985	0.0	-1.031	0.2095	0.702	0.769	0.879	1.069	1.009	1.06	0.892
GNF-00-0558-2578-0	SID7452557	6240	NCI-N87-ECHO	NCI-N87	69879	=	7.089	1.635	0.955	Missing Bottom	0.997	0.0	-0.807	0.2824	0.598	0.782	0.919	0.938	1.075	0.897	1.045
GNF-00-0558-2578-0	SID7452557	6240	NCI-N87-ECHO	NCI-N87	69879	=	8.788	1.479	0.971	Missing Bottom	0.935	0.0	-1.404	0.2111	0.662	0.868	0.826	0.942	0.971	0.956	0.972
GNF-00-0558-2578-0	SID7452557	6250	NIH:OVCAR-3-ECHO	NIH:OVCAR-3	69880	=	4.016	2.282	0.964	Outlier	0.993	0.085	-1.482	0.1623	0.465	0.495	0.998	0.859	1.056	0.977	1.052
GNF-00-0558-2578-0	SID7452557	6250	NIH:OVCAR-3-ECHO	NIH:OVCAR-3	69880	=	2.012	0.477	0.994		0.98	0.17	-1.122	0.2275	0.384	0.684	0.882	0.966	1.016	0.937	0.983
GNF-00-0558-2578-0	SID7452557	6241	NMC-G1-ECHO	NMC-G1	69881	=	10.98	6.452	0.9	Missing Bottom	1.098	0.0	-0.625	0.476	0.68	0.757	1.112	1.071	1.148	1.038	1.027
GNF-00-0558-2578-0	SID7452557	6241	NMC-G1-ECHO	NMC-G1	69881	=	8.158	4.922	0.912	Missing Bottom	0.994	0.0	-0.611	0.3157	0.657	0.703	0.901	0.832	1.053	1.036	0.941
GNF-00-0558-2578-0	SID7452557	6241	NMC-G1-ECHO	NMC-G1	69881	=	9.177	2.89	0.962	Missing Bottom	1.053	0.0	-0.925	0.347	0.679	0.862	1.078	0.845	1.11	0.973	1.037
GNF-00-0558-2578-0	SID7452557	6523	NUGC-3-ECHO	NUGC-3	72428	=	9.059	0.982	0.982	Curve Extrapolation (Bottom)	0.973	0.0	-1.215	0.2722	0.653	0.879	1.006	1	0.906	0.959	0.989
GNF-00-0558-2578-0	SID7452557	6523	NUGC-3-ECHO	NUGC-3	72428	=	4.935	0.779	0.975		0.968	0.273	-3.33	0.2802	0.611	1.006	0.873	0.975	0.975	0.987	0.984
GNF-00-0558-2578-0	SID7452557	6523	NUGC-3-ECHO	NUGC-3	72428	=	4.167	0.575	0.972		1.038	0.263	-1.673	0.3156	0.592	0.945	1.048	0.936	1.091	1.08	1.024
GNF-00-0558-2578-0	SID7452557	6309	NUGC-4-ECHO	NUGC-4	70175	=	16.866	6.176	0.897	Missing Bottom	1.063	0.0	-0.858	0.506	0.736	1.061	0.982	0.979	0.996	1.107	1.143
GNF-00-0558-2578-0	SID7452557	6309	NUGC-4-ECHO	NUGC-4	70175	>	20.0		0.828		0.984	0.0	-0.621	0.516	0.8	0.807	0.89	1.058	0.875	0.944	1.062
GNF-00-0558-2578-0	SID7452557	6309	NUGC-4-ECHO	NUGC-4	70175	=	14.951	4.392	0.93	Missing Bottom	1.027	0.0	-1.171	0.426	0.805	0.977	1.013	0.946	1.15	1.028	0.98
GNF-00-0558-2578-0	SID7452557	6337	ONS-76-ECHO	ONS-76	69963	=	3.115	0.545	0.986	Steep Curve	1.007	0.12	-2.453	0.1283	0.332	0.918	1.045		1.05	0.914	1.018
GNF-00-0558-2578-0	SID7452557	6337	ONS-76-ECHO	ONS-76	69963	=	2.88	0.701	0.985	Steep Curve	0.894	0.176	-3.33	0.199	0.2461	0.913	0.916	0.89	0.834	0.881	1.199
GNF-00-0558-2578-0	SID7452557	6337	ONS-76-ECHO	ONS-76	69963	=	4.294	0.584	0.982	Steep Curve	0.939	0.095	-3.33	0.101	0.409	0.97	0.951	0.991	0.86	0.958	0.89
GNF-00-0558-2578-0	SID7452557	6403	OV56-ECHO	OV56	70220	>	20.0				0.8	0.3		1.124	1.185	0.948	1.077	0.966	1.223	0.863	0.794
GNF-00-0558-2578-0	SID7452557	6403	OV56-ECHO	OV56	70220	>	20.0				1.093	0.3		0.891		1.169	1.124	0.896	0.972	1.155	1.093
GNF-00-0558-2578-0	SID7452557	6403	OV56-ECHO	OV56	70220	>	20.0				0.983	0.3		1.104	1.307	0.926	0.905	0.952	0.788	0.844	0.983
GNF-00-0558-2578-0	SID7452557	6479	OVCAR-8-ECHO	OVCAR-8	70849	=	9.934	4.819	0.924		0.857	0.1	-3.083	0.1784	0.776	0.576	0.716	0.921	0.938	1.191	0.854
GNF-00-0558-2578-0	SID7452557	6479	OVCAR-8-ECHO	OVCAR-8	70849	=	7.309	2.528	0.882	Steep Curve	0.99	0.135	-2.936	0.1769	0.779	0.985	1.046	0.831	1.19	0.9	0.985
GNF-00-0558-2578-0	SID7452557	6479	OVCAR-8-ECHO	OVCAR-8	70849	=	5.144	1.673	0.9		0.916	0.1	-2.826	0.1195	0.524	0.661	0.983	0.788	1.076	0.949	0.783
GNF-00-0558-2578-0	SID7452557	6685	OVISE-ECHO	OVISE	73845	=	8.56	1.905	0.967	Curve Extrapolation (Bottom)	1.006	0.0	-1.456	0.2144	0.707	0.939	0.887	1.049	1.065	0.998	1.024
GNF-00-0558-2578-0	SID7452557	6685	OVISE-ECHO	OVISE	73845	=	10.64	2.771	0.932	Curve Extrapolation (Bottom)	0.973	0.0	-1.699	0.2407	0.779	0.888	0.716	1.119	0.967	0.964	0.89
GNF-00-0558-2578-0	SID7452557	6685	OVISE-ECHO	OVISE	73845	=	8.123	2.007	0.942	Curve Extrapolation (Bottom)	1.003	0.0	-1.059	0.2155	0.73	0.792	0.919	0.976	1.073	1.009	1.03
GNF-00-0558-2578-0	SID7452557	6366	OVKATE-ECHO	OVKATE	69921	=	7.603	6.714	0.801	Low Confidence	1.017	0.3	-1.684	0.457	0.731	1.112	1	1.017	0.921	0.878	1.172
GNF-00-0558-2578-0	SID7452557	6366	OVKATE-ECHO	OVKATE	69921	>	20.0							0.503	1.051	1.177	1.024	0.983	1.072	0.998	1.099
GNF-00-0558-2578-0	SID7452557	6366	OVKATE-ECHO	OVKATE	69921	>	20.0		0.684		0.992	0.0	-1.028	0.578	0.768	1.014	1.149	0.843	0.89	0.992	1.057
GNF-00-0558-2578-0	SID7452557	6211	OVSAHO-ECHO	OVSAHO	69843	>	20.0				0.877	0.3		0.989	0.825	0.918	0.978	0.873	0.987	0.983	0.877
GNF-00-0558-2578-0	SID7452557	6211	OVSAHO-ECHO	OVSAHO	69843	>	20.0		0.7		1.052	0.3	-1.203	0.723	0.888	1.137	1.127	1.029	0.975	0.95	1.114
GNF-00-0558-2578-0	SID7452557	6211	OVSAHO-ECHO	OVSAHO	69843	>	20.0				1.083	0.3		0.886	0.756	1.096	0.99	1.031	1.01	0.861	1.083
GNF-00-0558-2578-0	SID7452557	6285	OVTOKO-ECHO	OVTOKO	69860	=	2.588	0.685	0.955		0.871	0.14	-1.921	0.1608	0.2894	0.749	0.749	0.907	0.852	0.981	0.833
GNF-00-0558-2578-0	SID7452557	6285	OVTOKO-ECHO	OVTOKO	69860	=	2.444	0.966	0.949		0.923	0.118	-1.265	0.1752	0.338	0.701	0.834	0.889	1.073	0.898	0.838
GNF-00-0558-2578-0	SID7452557	6285	OVTOKO-ECHO	OVTOKO	69860	=	4.821	1.926	0.89		0.825	0.0	-1.316	0.0836	0.412	0.74	0.682	0.768	0.714	0.974	0.929
GNF-00-0558-2578-0	SID7452557	6310	Panc10.05-ECHO	Panc10.05	69899	=	10.394	7.508	0.827	Low Confidence	0.965	0.0	-0.788	0.2944	0.749	0.721	0.854	0.936	1.042	1.091	0.831
GNF-00-0558-2578-0	SID7452557	6310	Panc10.05-ECHO	Panc10.05	69899	=	12.156	1.963	0.96	Missing Bottom	0.888	0.0	-1.984	0.2365	0.773	0.788	0.946	0.884	0.935	0.86	0.895
GNF-00-0558-2578-0	SID7452557	6310	Panc10.05-ECHO	Panc10.05	69899	=	12.538	2.105	0.973	Missing Bottom	0.929	0.0	-1.554	0.2955	0.77	0.853	0.882	0.905	0.973	0.949	0.97
GNF-00-0558-2578-0	SID7452557	6206	PA-TU-8902-ECHO	PA-TU-8902	73846	=	0.985	0.739	0.975		0.989	0.01	-0.613	0.1072	0.343	0.449	0.591	0.876	0.953	0.925	0.951
GNF-00-0558-2578-0	SID7452557	6206	PA-TU-8902-ECHO	PA-TU-8902	73846	=	0.91	0.323	0.962		1.007	0.072	-0.657	0.1292	0.402	0.457	0.624	0.917	0.981	0.982	0.942
GNF-00-0558-2578-0	SID7452557	6206	PA-TU-8902-ECHO	PA-TU-8902	73846	=	0.904	1.02	0.952		1.044	0.0	-0.538	0.0811	0.427	0.454	0.579	0.868	0.965	0.998	0.975
GNF-00-0558-2578-0	SID7452557	6412	PA-TU-8988T-ECHO	PA-TU-8988T	70578	=	1.869	0.731	0.973		1.08	0.0	-0.864	0.0687	0.321	0.68	0.894	0.919	1.024	1.062	1.19
GNF-00-0558-2578-0	SID7452557	6412	PA-TU-8988T-ECHO	PA-TU-8988T	70578	=								0.0842	0.2741	0.744	0.762	0.811	1.148	1.123	1.023
GNF-00-0558-2578-0	SID7452557	6412	PA-TU-8988T-ECHO	PA-TU-8988T	70578	=	1.401	0.408	0.987		1.045	0.0	-0.802	0.0926	0.2553	0.604	0.753	0.957	1.034	0.975	1.091
GNF-00-0558-2578-0	SID7452557	6212	PC-3-ECHO	PC-3	69861	=	1.093	0.576	0.9		1.031	0.219	-0.858	0.2801	0.376	0.663	0.731	0.96	1.163	1.08	0.857
GNF-00-0558-2578-0	SID7452557	6212	PC-3-ECHO	PC-3	69861	=	1.835	0.474	0.993		0.947	0.215	-0.919	0.2866	0.427	0.649	0.803	0.954	0.914	0.956	0.931
GNF-00-0558-2578-0	SID7452557	6212	PC-3-ECHO	PC-3	69861	=	2.01	0.494	0.981		1.087	0.193	-1.595	0.2104	0.371	0.792	1.061	1.102	1.126	0.972	1.132
GNF-00-0558-2578-0	SID7452557	6390	RERF-LC-Ad1-ECHO	RERF-LC-Ad1	71079	=	15.417	2.566	0.961	Steep Curve	1.032	0.0	-3.126	0.317	1	1.105	1.068	1.021	1.017	1.051	0.93
GNF-00-0558-2578-0	SID7452557	6390	RERF-LC-Ad1-ECHO	RERF-LC-Ad1	71079	=	12.99	3.911	0.915	Missing Bottom	1.109	0.0	-1.54	0.37	0.923	1.002	1.163	1.221	1.174	1.047	0.995
GNF-00-0558-2578-0	SID7452557	6390	RERF-LC-Ad1-ECHO	RERF-LC-Ad1	71079	=	9.364	7.009	0.818	Low Confidence	0.993	0.252	-3.33	0.3067	0.91	1.085	1.157	1.091	0.914	0.851	0.859
GNF-00-0558-2578-0	SID7452557	6686	RERF-LC-Ad2-ECHO	RERF-LC-Ad2	73847	>	20.0		0.988		1.199	0.3	-0.456	0.5	0.569	0.706	0.813	0.993	1.097	0.875	1.132
GNF-00-0558-2578-0	SID7452557	6686	RERF-LC-Ad2-ECHO	RERF-LC-Ad2	73847	=	11.817	3.837	0.956	Curve Extrapolation (Bottom)	1.05	0.0	-0.527	0.431	0.688	0.781	0.904	0.943	1.068	1.091	0.977
GNF-00-0558-2578-0	SID7452557	6686	RERF-LC-Ad2-ECHO	RERF-LC-Ad2	73847	=	4.979	2.642	0.965	Partial Inhibition	0.977	0.3	-1.163	0.422	0.624	0.878	0.971	0.882	0.977	0.995	1.02
GNF-00-0558-2578-0	SID7452557	6480	RERF-LC-MS-ECHO	RERF-LC-MS	70850	=	0.11	0.132	0.927	Flat Curve	1.2	0.0	-0.393	0.1364	0.1131	0.397	0.567	0.582	0.835	0.779	1.138
GNF-00-0558-2578-0	SID7452557	6480	RERF-LC-MS-ECHO	RERF-LC-MS	70850	=	0.131	0.103	0.96	Flat Curve	1.2	0.0	-0.448	0.1031	0.1346	0.383	0.57	0.572	0.825	0.927	1.184
GNF-00-0558-2578-0	SID7452557	6480	RERF-LC-MS-ECHO	RERF-LC-MS	70850	=	0.716	0.791	0.943	Flat Curve	1.007	0.0	-0.473	0.1784	0.227	0.514	0.604	0.658	0.959	0.831	0.998
GNF-00-0558-2578-0	SID7452557	6687	RKO-ECHO	RKO	73848	=	1.256	0.525	0.883		0.877	0.153	-3.33	0.139	0.1763	0.515	0.942	0.712	1.071	0.715	0.942
GNF-00-0558-2578-0	SID7452557	6687	RKO-ECHO	RKO	73848	=	2.551	2.143	0.934		0.992	0.06	-1.149	0.1346	0.368	0.679	0.968	0.978	0.811	0.994	1.132
GNF-00-0558-2578-0	SID7452557	6687	RKO-ECHO	RKO	73848	=	2.263	0.441	0.945	Partial Inhibition	0.814	0.3	-1.606	0.347	0.385	0.705	0.705	0.875	1.292	0.823	0.806
GNF-00-0558-2578-0	SID7452557	6207	RMG-I-ECHO	RMG-I	69846	=								0.699	0.1273	0.391	0.681	0.725	0.701	0.739	1.116
GNF-00-0558-2578-0	SID7452557	6207	RMG-I-ECHO	RMG-I	69846	=	0.256	0.205	0.952		1.2	0.0	-0.765	0.576	0.085	0.22	0.634	0.875	0.888	1.286	1.155
GNF-00-0558-2578-0	SID7452557	6207	RMG-I-ECHO	RMG-I	69846	=	0.3	0.172	0.949		1.144	0.1	-1.297	0.542	0.1322	0.367	0.487	1.115	0.742	1.079	1.139
GNF-00-0558-2578-0	SID7452557	6481	RPMI-7951-ECHO	RPMI-7951	70851	=	1.376	0.617	0.955		1.2	0.0	-1.078	0.01508	0.2149	0.694	0.924	1.184	1.082	1.418	1.143
GNF-00-0558-2578-0	SID7452557	6481	RPMI-7951-ECHO	RPMI-7951	70851	=	2.29	1.278	0.901		0.921	0.018	-1.811	0.0381	0.1905	0.7	0.894	0.79	1.095	0.734	1.063
GNF-00-0558-2578-0	SID7452557	6481	RPMI-7951-ECHO	RPMI-7951	70851	=	0.842	0.353	0.957		1.122	0.0	-0.705	0.0724	0.2204	0.566	0.717	0.849	1.207	1.013	1.118
GNF-00-0558-2578-0	SID7452557	6400	RT-112-ECHO	RT-112	70222	=	0.123	0.052	0.98		1.024	0.075	-1.008	0.0743	0.0862	0.1814	0.336	0.659	0.857	1.109	0.931
GNF-00-0558-2578-0	SID7452557	6400	RT-112-ECHO	RT-112	70222	=	0.129	0.05	0.989		1.032	0.066	-0.91	0.0478	0.0963	0.2291	0.342	0.625	0.957	0.935	1.026
GNF-00-0558-2578-0	SID7452557	6400	RT-112-ECHO	RT-112	70222	=	0.067	0.016	0.996		1.2	0.102	-0.793	0.1336	0.1205	0.1992	0.329	0.659	0.866	1.073	1.181
GNF-00-0558-2578-0	SID7452557	6394	SBC-5-ECHO	SBC-5	71083	=	3.569	2.253	0.947		1.043	0.067	-1.174	0.1861	0.443	0.868	0.873	1.173	1.052	0.961	1.056
GNF-00-0558-2578-0	SID7452557	6394	SBC-5-ECHO	SBC-5	71083	=	2.703	0.759	0.99		0.982	0.207	-1.51	0.2469	0.417	0.816	0.902	1.004	1.025	0.96	0.971
GNF-00-0558-2578-0	SID7452557	6394	SBC-5-ECHO	SBC-5	71083	=	3.819	1.726	0.937	Steep Curve	0.967	0.3	-3.328	0.3064	0.486	1.016	0.959	0.936	1.084	0.848	0.949
GNF-00-0558-2578-0	SID7452557	6482	SCaBER-ECHO	SCaBER	70852	=	1.655	1.742	0.876		1.051	0.01	-0.706	0.0795	0.345	0.705	0.673	0.629	1.121	0.824	1.186
GNF-00-0558-2578-0	SID7452557	6482	SCaBER-ECHO	SCaBER	70852	=	1.025	0.989	0.942	Flat Curve	1.02	0.0	-0.465	0.089	0.388	0.593	0.574	1.22	0.83	0.955	1.01
GNF-00-0558-2578-0	SID7452557	6242	SCC-9-ECHO	SCC-9	69882	=	6.251	4.23	0.852	Low Confidence	0.832	0.0	-0.921	0.1861	0.476	0.708	0.755	0.665	0.92	0.738	0.982
GNF-00-0558-2578-0	SID7452557	6242	SCC-9-ECHO	SCC-9	69882	=	6.727	2.78	0.945	Missing Bottom	0.825	0.0	-0.626	0.2445	0.477	0.646	0.692	0.706	0.851	0.769	0.883
GNF-00-0558-2578-0	SID7452557	6242	SCC-9-ECHO	SCC-9	69882	=	3.231	2.188	0.956		0.864	0.084	-0.797	0.2381	0.381	0.671	0.669	0.896	0.861	0.822	0.87
GNF-00-0558-2578-0	SID7452557	6548	SEM-ECHO	SEM	71853	=	0.139	0.044	0.986		0.872	0.099	-0.813	0.1301	0.1311	0.1762	0.402	0.561	0.708	0.889	0.821
GNF-00-0558-2578-0	SID7452557	6548	SEM-ECHO	SEM	71853	=	0.226	0.074	0.992		0.861	0.094	-0.896	0.1284	0.1293	0.1944	0.466	0.618	0.795	0.816	0.874
GNF-00-0558-2578-0	SID7452557	6548	SEM-ECHO	SEM	71853	=	0.218	0.078	0.982		0.854	0.163	-1.455	0.1606	0.1711	0.2138	0.425	0.706	0.906	0.768	0.88
GNF-00-0558-2578-0	SID7452557	6311	SJRH30-ECHO	SJRH30	69900	=	0.11	0.036	0.987		1.031	0.164	-1.124	0.1758	0.1218	0.2782	0.35	0.678	0.914	1.067	0.973
GNF-00-0558-2578-0	SID7452557	6311	SJRH30-ECHO	SJRH30	69900	=	0.307	0.077	0.989		0.963	0.04	-0.902	0.0771	0.1032	0.216	0.516	0.783	0.833	0.905	1.024
GNF-00-0558-2578-0	SID7452557	6311	SJRH30-ECHO	SJRH30	69900	=	0.229	0.066	0.993		1.072	0.042	-0.947	0.0572	0.1088	0.1772	0.525	0.749	1.028	1.023	1.066
GNF-00-0558-2578-0	SID7452557	6286	SJSA-1-ECHO	SJSA-1	69862	=	5.212	1.715	0.975		0.938	0.0	-1.6	0.0324	0.533	0.781	0.914	0.955	0.996	0.887	0.97
GNF-00-0558-2578-0	SID7452557	6286	SJSA-1-ECHO	SJSA-1	69862	=	4.512	2.654	0.963		0.965	0.0	-1.333	0.0327	0.527	0.726	0.993	0.96	0.967	1.015	0.911
GNF-00-0558-2578-0	SID7452557	6286	SJSA-1-ECHO	SJSA-1	69862	=	4.51	0.886	0.983		0.941	0.08	-1.279	0.1883	0.495	0.763	0.989	0.941	0.95	0.909	0.909
GNF-00-0558-2578-0	SID7452557	6393	SK-BR-3-ECHO	SK-BR-3	71082	=	16.523	2.598	0.958	Missing Bottom	1.139	0.0	-1.889	0.469	1.024	1.16	1.218	1.132	1.169	1.088	1.061
GNF-00-0558-2578-0	SID7452557	6393	SK-BR-3-ECHO	SK-BR-3	71082	=	11.559	3.573	0.956	Steep Curve	1.137	0.3	-3.242	0.421	1.084	1.226	1.145	1.136	1.084	1.182	1.05
GNF-00-0558-2578-0	SID7452557	6393	SK-BR-3-ECHO	SK-BR-3	71082	=	11.971	3.535	0.891	Steep Curve	1.12	0.3	-2.997	0.445	1.063	1.178	1.202	1.224	1.015	1.108	0.995
GNF-00-0558-2578-0	SID7452557	6524	SK-CO-1-ECHO	SK-CO-1	72429	=	0.223	0.197	0.949		1.06	0.0	-0.525	0.0747	0.0956	0.403	0.512	0.591	0.792	1.068	0.927
GNF-00-0558-2578-0	SID7452557	6524	SK-CO-1-ECHO	SK-CO-1	72429	=	0.909	0.529	0.964		0.855	0.0	-0.989	0.0561	0.095	0.38	0.636	0.81	0.709	0.843	0.958
GNF-00-0558-2578-0	SID7452557	6524	SK-CO-1-ECHO	SK-CO-1	72429	=	0.529	0.412	0.989	Outlier	0.871	0.0	-0.581	0.0997	0.134	0.383	0.499	0.631	0.972	0.824	0.849
GNF-00-0558-2578-0	SID7452557	6415	SK-HEP-1-ECHO	SK-HEP-1	70579	=	3.774	2.149	0.952		1.043	0.0	-1.375	0.0936	0.423	0.851	1.059	0.88	0.983	1.122	1.139
GNF-00-0558-2578-0	SID7452557	6415	SK-HEP-1-ECHO	SK-HEP-1	70579	=	4.691	1.552	0.949		0.997	0.0	-1.142	0.1381	0.526	0.722	1.098	0.953	1.029	0.958	0.96
GNF-00-0558-2578-0	SID7452557	6415	SK-HEP-1-ECHO	SK-HEP-1	70579	=	3.697	0.921	0.913	Steep Curve	1.09	0.117	-3.33	0.1247	0.37	1.12	1.286	1.022	1.019	0.884	1.185
GNF-00-0558-2578-0	SID7452557	6312	SK-MEL-2-ECHO	SK-MEL-2	70176	=	9.745	2.803	0.981	Missing Bottom	1.09	0.0	-0.597	0.417	0.654	0.882	0.94	1.001	0.84	1.051	1.139
GNF-00-0558-2578-0	SID7452557	6312	SK-MEL-2-ECHO	SK-MEL-2	70176	=	12.177	3.647	0.931	Missing Bottom	1.005	0.0	-0.671	0.4	0.672	0.856	0.835	1.027	0.987	0.928	1.077
GNF-00-0558-2578-0	SID7452557	6312	SK-MEL-2-ECHO	SK-MEL-2	70176	=	9.717	5.124	0.924	Missing Bottom	0.977	0.0	-0.631	0.347	0.631	0.782	0.834	0.902	0.922	1.102	0.918
GNF-00-0558-2578-0	SID7452557	6276	SK-MEL-28-ECHO	SK-MEL-28	69886	>	20.0		0.603		0.975	0.0	-3.33	0.534	0.996	1.087	1.057	0.837	0.795	1.155	0.89
GNF-00-0558-2578-0	SID7452557	6276	SK-MEL-28-ECHO	SK-MEL-28	69886	=	18.598	4.491	0.89	Steep Curve	1.032	0.0	-3.329	0.454	1.309	1.105	1.063	1.082	0.995	1.071	0.878
GNF-00-0558-2578-0	SID7452557	6276	SK-MEL-28-ECHO	SK-MEL-28	69886	>	20.0		0.939		1.002	0.085	-2.909	0.522	0.985	0.989	0.918	1.071	0.731	1.03	1
GNF-00-0558-2578-0	SID7452557	6689	SK-MEL-31-ECHO	SK-MEL-31	73853	>	20.0				0.944	0.3		0.609	0.898	1.613	1.005	0.989	1.385	0.731	0.944
GNF-00-0558-2578-0	SID7452557	6689	SK-MEL-31-ECHO	SK-MEL-31	73853	>	20.0				0.924	0.3		0.348	1.197	1.182	0.818	0.909	1.576	0.924	1.348
GNF-00-0558-2578-0	SID7452557	6689	SK-MEL-31-ECHO	SK-MEL-31	73853	=	18.389	3.756	0.913	Curve Extrapolation (Bottom)	0.97	0.0	-3.011	0.424	0.955	0.864	1.03	0.909	1.03	1.015	0.667
GNF-00-0558-2578-0	SID7452557	6374	SK-MEL-5-ECHO	SK-MEL-5	69910	=	8.572	2.128	0.961	Missing Bottom	0.976	0.0	-1.36	0.2146	0.696	0.828	1.048	0.949	0.924	0.984	1.022
GNF-00-0558-2578-0	SID7452557	6374	SK-MEL-5-ECHO	SK-MEL-5	69910	=	11.367	2.322	0.949	Missing Bottom	0.941	0.0	-1.847	0.2364	0.794	0.822	0.957	0.91	1.019	0.906	0.995
GNF-00-0558-2578-0	SID7452557	6374	SK-MEL-5-ECHO	SK-MEL-5	69910	=	10.093	1.599	0.981	Missing Bottom	0.994	0.0	-1.413	0.2583	0.757	0.878	0.988	0.993	1.033	0.968	1.024
GNF-00-0558-2578-0	SID7452557	6525	SK-MES-1-ECHO	SK-MES-1	72430	=	1.766	0.528	0.984		0.976	0.244	-0.842	0.321	0.471	0.666	0.794	0.994	0.955	0.96	0.957
GNF-00-0558-2578-0	SID7452557	6525	SK-MES-1-ECHO	SK-MES-1	72430	=	2.751	1.235	0.981		0.986	0.271	-1.313	0.321	0.494	0.804	0.927	1.01	1.053	0.95	0.941
GNF-00-0558-2578-0	SID7452557	6525	SK-MES-1-ECHO	SK-MES-1	72430	=	1.288	1.304	0.945		0.954	0.269	-0.961	0.2892	0.477	0.539	0.899	0.873	0.905	0.912	1.025
GNF-00-0558-2578-0	SID7452557	6367	SK-N-BE(2)-ECHO	SK-N-BE(2)	69922	=	0.48	0.222	0.934	Low Confidence	1.044	0.194	-0.594	0.329	0.2336	0.622	0.647	0.776	0.961	1.037	0.985
GNF-00-0558-2578-0	SID7452557	6367	SK-N-BE(2)-ECHO	SK-N-BE(2)	69922	=	0.469	0.352	0.964	Low Confidence	0.955	0.273	-0.883	0.353	0.2461	0.539	0.659	0.822	0.937	0.92	0.967
GNF-00-0558-2578-0	SID7452557	6287	SNB-19-ECHO	SNB-19	69863	=	1.684	0.372	0.98		0.993	0.242	-1.598	0.2497	0.365	0.696	0.959	1.009	0.996	0.898	1.054
GNF-00-0558-2578-0	SID7452557	6287	SNB-19-ECHO	SNB-19	69863	=	3.35	1.639	0.945	Missing Bottom	1.052	0.0	-0.769	0.2063	0.436	0.748	0.886	0.975	0.975	1.212	0.96
GNF-00-0558-2578-0	SID7452557	6287	SNB-19-ECHO	SNB-19	69863	=	2.224	1.198	0.934		1.062	0.224	-1.431	0.2567	0.426	0.806	0.997	1.1	1.217	1.032	0.905
GNF-00-0558-2578-0	SID7452557	6338	SNU-398-ECHO	SNU-398	69964	=	0.433	0.092	0.989	Steep Curve	0.976	0.089	-2.053	0.1496	0.0435	0.1661	0.691	0.886	0.957	1.016	1.006
