CCLE name	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Notes	Source	Expression arrays	SNP arrays	Oncomap	Hybrid Capture Sequencing
MDAMB453_BREAST	MDA-MB-453		F	breast	carcinoma	NS		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H10_241036	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D12_256096	yes	yes
MDAMB468_BREAST	MDA-MB-468		F	breast	carcinoma	NS		ATCC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_A02_257600	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F07_246742	yes	yes
MDAPCA2B_PROSTATE	MDA PCa 2b		M	prostate	carcinoma	adenocarcinoma		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C10_240916	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D08_578424	yes	yes
MDST8_LARGE_INTESTINE	MDST8			large_intestine	carcinoma	adenocarcinoma		ECACC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F09_569594	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G03_698662	yes	yes
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ME-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C05_523542	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A07_542942	yes	yes
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-1		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	MEC-1 and MEC-2 were derived from the same patient	DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F12_474616	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F12_698580	yes	yes
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	MEC-1 and MEC-2 were derived from the same patient	DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G10_474684	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C06_490370	yes	
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG-01		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G11_454734	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C05_437266	yes	yes
MELHO_SKIN	MEL-HO		F	skin	malignant_melanoma	NS		DSMZ	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A06_296000	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H07_246790	yes	yes
MELJUSO_SKIN	MEL-JUSO		F	skin	malignant_melanoma	NS		DSMZ	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G03_240998	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H11_246798	yes	yes
MESSA_SOFT_TISSUE	MES-SA		F	soft_tissue	sarcoma	NS		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D02_383624	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C06_780386	yes	
MEWO_SKIN	MeWo		M	skin	malignant_melanoma	NS		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D07_569498	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D01_592894	yes	yes
MFE280_ENDOMETRIUM	MFE-280		F	endometrium	carcinoma	adenocarcinoma		DSMZ	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E10_241156	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G09_246770	yes	yes
MFE296_ENDOMETRIUM	MFE-296		F	endometrium	carcinoma	adenocarcinoma		DSMZ	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E12_241160	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G08_246768	yes	yes
MFE319_ENDOMETRIUM	MFE-319		F	endometrium	carcinoma	adenocarcinoma		DSMZ	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E11_241158	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H03_246782	yes	yes
MG63_BONE	MG-63		M	bone	osteosarcoma	NS		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D05_454642	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E02_437246	yes	yes
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-2		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E05_474712	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C03_578316	yes	yes
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-3		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G08_523528	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H12_578278	yes	yes
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-4		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H06_523622	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G03_490446	yes	yes
MHHES1_BONE	MHH-ES-1		M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C09_474764	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D09_490422	yes	yes
MHHNB11_AUTONOMIC_GANGLIA	MHH-NB-11		M	autonomic_ganglia	neuroblastoma	NS		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A04_523474	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H08_542886	yes	yes
MIAPACA2_PANCREAS	MIA PaCa-2		M	pancreas	carcinoma	ductal_carcinoma		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B01_240874	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B08_246648	yes	yes
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Mino		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E12_523552	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G01_578290	yes	yes
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MJ		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H01_383610	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H04_410922	yes	yes
MKN1_STOMACH	MKN1		M	stomach	carcinoma	mixed_adenosquamous_carcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C02_419716	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B12_437554	yes	yes
MKN45_STOMACH	MKN-45		F	stomach	carcinoma	diffuse_adenocarcinoma		HSRRB	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D04_474670	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D11_464720	yes	
MKN74_STOMACH	MKN74		M	stomach	carcinoma	tubular_adenocarcinoma		HSRRB	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C03_419714	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C04_437546	yes	yes
MKN7_STOMACH	MKN7		M	stomach	carcinoma	tubular_adenocarcinoma		RIKEN	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A08_523516	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F07_410980	yes	yes
ML1_THYROID	ML-1		F	thyroid	carcinoma	follicular_carcinoma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H10_474614	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A06_490518	yes	yes
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MM1-S			haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma		Academic Lab	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G08_241008	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F08_246744	yes	yes
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	MOG-G-CCM			central_nervous_system	glioma	astrocytoma		ECACC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E05_257702	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D01_293352	yes	yes
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	MOG-G-UVW			central_nervous_system	glioma	astrocytoma		ECACC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D06_296072	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E01_293376	yes	yes
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-13		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E03_257698	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F05_293408	yes	yes
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-16		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H04_474738	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F06_542882	yes	yes
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM-6		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E07_523534	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C11_542898	yes	yes
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-2		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A01_523596	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E08_542902	yes	yes
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP-8		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H12_474618	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F10_490358	yes	yes
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-13		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A10_523630	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D12_542920	yes	yes
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-16		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E08_474644	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E09_490470	yes	yes
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-4		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia		ATCC	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A10_240868	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D04_246688	yes	
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-1		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	MONO-MAC-1 and MONO-MAC-6 were derived from the same patient	DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G03_523458	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E04_578400	yes	yes
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONO-MAC-6		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	MONO-MAC-1 and MONO-MAC-6 were derived from the same patient	DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A07_523562	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_H02_698582	yes	yes
MORCPR_LUNG	MOR/CPR			lung	carcinoma	adenocarcinoma		ECACC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A02_383724	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A02_335190	yes	yes
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOTN-1		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	T_cell_large_granular_lymphocytic_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E01_523498	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G10_698678	yes	yes
MPP89_PLEURA	MPP 89		M	pleura	mesothelioma	NS		ICLC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D03_454638	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G05_464656	yes	yes
MSTO211H_PLEURA	MSTO-211H		M	pleura	mesothelioma	NS		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F02_436470	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E06_437254	yes	yes
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-3		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ			yes	yes
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MUTZ-5		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H07_523536	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D05_490416	yes	yes
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV-4-11		M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		ATCC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_C10_257664	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G10_246772	yes	yes
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-19		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D03_523506	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E11_542884	yes	yes
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-1		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G06_523602	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B03_578398	yes	yes
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-6		M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia		DSMZ	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F11_523638	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H11_578446	yes	yes
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NAMALWA		F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma		ATCC	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_A03_779760	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C05_246666	yes	yes
NB1_AUTONOMIC_GANGLIA	NB-1		M	autonomic_ganglia	neuroblastoma	NS		HSRRB	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B04_474582	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F10_542910	yes	yes
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB-4		F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E09_474724	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B06_490494	yes	yes
NCCSTCK140_STOMACH	NCC-StC-K140			stomach	carcinoma	NS		RIKEN	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_C06_779678	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C02_698690	yes	yes
NCIH1048_LUNG	NCI-H1048	H1048	F	lung	carcinoma	small_cell_carcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A12_454764	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A11_464610	yes	yes
NCIH1092_LUNG	NCI-H1092	H1092	M	lung	carcinoma	small_cell_carcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D11_569548	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G12_542958	yes	yes
NCIH1105_LUNG	NCI-H1105	H1105	M	lung	carcinoma	small_cell_carcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E03_569422	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_B09_542810	yes	yes
NCIH1155_LUNG	NCI-H1155	H1155	M	lung	carcinoma	large_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D10_296080	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A09_335204	yes	
NCIH1184_LUNG	NCI-H1184	H1184 | H-1184	M	lung	carcinoma	small_cell_carcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A12_436618	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B04_464598	yes	yes
NCIH1299_LUNG	NCI-H1299	H1299	M	lung	carcinoma	non_small_cell_carcinoma		ATCC	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E09_257710	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A01_335188	yes	yes
NCIH1339_LUNG	NCI-H1339	H-1339 | H1339	F	lung	carcinoma	small_cell_carcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D02_569406	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F01_698604	yes	yes
NCIH1341_LUNG	NCI-H1341	H1341	F	lung	carcinoma	small_cell_carcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E04_436560	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G08_437374	yes	yes
NCIH1355_LUNG	NCI-H1355	H1355	M	lung	carcinoma	adenocarcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H09_383782	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C04_437326	yes	yes
NCIH1373_LUNG	NCI-H1373	H1373	M	lung	carcinoma	adenocarcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D12_454650	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D05_464546	yes	yes
NCIH1385_LUNG	NCI-H1385	H1385	F	lung	carcinoma	squamous_cell_carcinoma		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B04_523612	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F10_698740	yes	yes
NCIH1395_LUNG	NCI-H1395	H1395	F	lung	carcinoma	adenocarcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G03_296138	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A10_437334	yes	
NCIH1435_LUNG	NCI-H1435	H1435	F	lung	carcinoma	non_small_cell_carcinoma		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A03_474622	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D03_464550	yes	yes
NCIH1436_LUNG	NCI-H1436	H1436	M	lung	carcinoma	small_cell_carcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E04_569528	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E10_698730	yes	yes
NCIH1437_LUNG	NCI-H1437	H1437	M	lung	carcinoma	adenocarcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B11_383748	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E05_335292	yes	yes
NCIH146_LUNG	NCI-H146	H146	M	lung	carcinoma	small_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G08_296148	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D01_335260	yes	yes
NCIH1563_LUNG	NCI-H1563	H1563	M	lung	carcinoma	adenocarcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B05_383744	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C11_335256	yes	yes
NCIH1568_LUNG	NCI-H1568	H1568	F	lung	carcinoma	non_small_cell_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A08_383764	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C08_335250	yes	yes
NCIH1573_LUNG	NCI-H1573	H1573	F	lung	carcinoma	adenocarcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F11_436456	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B08_437530	yes	yes
NCIH1581_LUNG	NCI-H1581	H1581	M	lung	carcinoma	large_cell_carcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F01_296110	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B07_335224	yes	yes
NCIH1618_LUNG	NCI-H1618	H1618	F	lung	carcinoma	small_cell_carcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B03_454592	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G01_464678	yes	yes
NCIH1623_LUNG	NCI-H1623	H1623	M	lung	carcinoma	adenocarcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E02_454662	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F12_464672	yes	yes
NCIH1648_LUNG	NCI-H1648	H1648	M	lung	carcinoma	adenocarcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C12_454632	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F05_437444	yes	yes
NCIH1650_LUNG	NCI-H1650	H1650	M	lung	carcinoma	bronchioloalveolar_adenocarcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B09_383752	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B06_410890	yes	yes
NCIH1651_LUNG	NCI-H1651	H1651	M	lung	carcinoma	adenocarcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G01_436506	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F04_437200	yes	yes
NCIH1666_LUNG	NCI-H1666	H1666	F	lung	carcinoma	bronchioloalveolar_adenocarcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G07_436502	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F03_437202	yes	yes
NCIH1693_LUNG	NCI-H1693	H1693	F	lung	carcinoma	adenocarcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F11_454698	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F07_437440	yes	yes
NCIH1694_LUNG	NCI-H1694	H1694	M	lung	carcinoma	small_cell_carcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A03_436582	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E06_592982	yes	yes
NCIH1703_LUNG	NCI-H1703	H1703	M	lung	carcinoma	adenocarcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E03_296090	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B05_335220	yes	yes
NCIH1734_LUNG	NCI-H1734	H1734	F	lung	carcinoma	adenocarcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G10_436496	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E11_437256	yes	yes
NCIH1755_LUNG	NCI-H1755	H1755	F	lung	carcinoma	adenocarcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F08_454692	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C12_464556	yes	yes
NCIH1781_LUNG	NCI-H1781	H1781	F	lung	carcinoma	bronchioloalveolar_adenocarcinoma		ATCC	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G04_296140	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C03_335240	yes	yes
NCIH1792_LUNG	NCI-H1792	H1792	M	lung	carcinoma	adenocarcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D04_383692	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F01_335308	yes	yes
NCIH1793_LUNG	NCI-H1793	H1793	F	lung	carcinoma	non_small_cell_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B10_383746	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B12_411058	yes	yes
NCIH1836_LUNG	NCI-H1836	H1836	M	lung	carcinoma	small_cell_carcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E05_454672	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H10_464632	yes	yes
NCIH1838_LUNG	NCI-H1838	H1838	F	lung	carcinoma	non_small_cell_carcinoma		ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E04_454658	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A03_464626	yes	yes
NCIH1869_LUNG	NCI-H1869	H1869	M	lung	carcinoma	squamous_cell_carcinoma		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A05_474768	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552	yes	yes
NCIH1876_LUNG	NCI-H1876	H1876	M	lung	carcinoma	small_cell_carcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E05_569520	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954	yes	yes
NCIH1915_LUNG	NCI-H1915	H1915	F	lung	carcinoma	large_cell_carcinoma		ATCC	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E04_698784	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946	yes	yes
